"","row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
"NA.638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"911",911,"MAN-KIP","7-L3","MAN-KIP.28.7","MAN-KIP_28",28,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"L3","L",3,2,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,0,"7/21/2016",257,246,239,18,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/26/2017",146,56,1.087,1087,1,15,10,25,1,1,"4/16/2018",106,"5/14/2018",134,"5/26/2018",146,0,0.3056,2,2,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"914",914,"MAN-KIP","7-D6","MAN-KIP.24.7","MAN-KIP_24",24,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"D6","D",6,2,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0.394,394,1,5,4,9,1,1,"4/19/2018",109,"5/3/2018",123,"5/17/2018",137,2,0.7376,4,6,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"915",915,"MAN-KIP","7-M6","MAN-KIP.11.7","MAN-KIP_11",11,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"M6","M",6,2,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,1.676,1676,1,15,4,19,1,1,"4/16/2018",106,"5/10/2018",130,"5/19/2018",139,2,1.0249,8,10,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"916",916,"MAN-KIP","2-N14","MAN-KIP.15.2","MAN-KIP_15",15,2,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",2,"N14","N",14,1,"11/7/2015",1,1,"11/22/2015",15,"11/27/2015",20,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/7/2017",127,37,"5/23/2017",143,53,2.482,2482,1,18,4,22,1,1,"4/19/2018",109,"5/7/2018",127,"5/17/2018",137,2,0.2419,3,5,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"919",919,"MAN-KIP","3-B8","MAN-KIP.15.3","MAN-KIP_15",15,3,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",3,"B8","B",8,1,"11/7/2015",1,1,"11/23/2015",16,"12/1/2015",24,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/30/2017",150,60,0.392,392,1,2,1,3,1,1,"4/23/2018",113,"5/10/2018",130,"5/25/2018",145,0,0.035,1,1,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"921",921,"MAN-KIP","2-I8","MAN-KIP.24.2","MAN-KIP_24",24,2,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",2,"I8","I",8,1,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,1,0,"10/30/2016",358,350,342,7,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.178,178,1,2,7,9,1,1,"4/16/2018",106,"5/7/2018",127,"5/19/2018",139,1,0.8569,8,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"922",922,"MAN-KIP","7-J10","MAN-KIP.32.7","MAN-KIP_32",32,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"J10","J",10,2,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/23/2017",143,53,0.484,484,1,5,5,10,1,1,"4/16/2018",106,"4/30/2018",120,"5/17/2018",137,0,0.7578,6,6,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"924",924,"MAN-KIP","5-N16","MAN-KIP.37.5","MAN-KIP_37",37,5,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",5,"N16","N",16,2,"11/7/2015",1,1,"11/23/2015",16,"12/1/2015",24,8,1,0,"8/11/2016",278,262,254,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/23/2017",143,53,1.964,1964,1,15,5,20,1,1,"4/23/2018",113,"5/7/2018",127,"5/23/2018",143,2,1.2499,7,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"926",926,"MAN-KIP","10-J4","MAN-KIP.37.10","MAN-KIP_37",37,10,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",10,"J4","J",4,3,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,1,0,"8/3/2016",270,260,251,10,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.464,464,1,5,4,9,1,1,"4/16/2018",106,"5/7/2018",127,"5/17/2018",137,2,0.5117,4,6,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"927",927,"MAN-KIP","3-E10","MAN-KIP.24.3","MAN-KIP_24",24,3,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",3,"E10","E",10,1,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/30/2017",150,60,0.442,442,1,4,4,8,1,1,"4/16/2018",106,"5/3/2018",123,"5/27/2018",147,NA,0.0509,1,1,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"928",928,"MAN-KIP","1-M11","MAN-KIP.35.1","MAN-KIP_35",35,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"M11","M",11,1,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/17/2017",137,47,0.792,792,1,11,8,19,1,1,"4/23/2018",113,"5/7/2018",127,"5/22/2018",142,2,1.2538,8,10,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"929",929,"MAN-KIP","4-H16","MAN-KIP.37.4","MAN-KIP_37",37,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"H16","H",16,1,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/31/2017",151,61,0.433,433,1,2,2,4,1,1,"4/16/2018",106,"5/14/2018",134,"5/24/2018",144,1,0.1297,1,2,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"931",931,"MAN-KIP","4-L4","MAN-KIP.11.4","MAN-KIP_11",11,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"L4","L",4,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,1,0,"8/11/2016",278,266,259,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/31/2017",151,61,0.659,659,1,14,7,21,1,1,"4/16/2018",106,"5/7/2018",127,"5/20/2018",140,4,0.2681,7,11,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"932",932,"MAN-KIP","7-E16","MAN-KIP.35.7","MAN-KIP_35",35,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"E16","E",16,2,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"1","4/2/2017",91,1,"4/23/2017",113,23,NA,NA,NA,0,0,1,NA,1,1,1,1,"4/16/2018",106,"5/7/2018",127,"5/23/2018",143,1,0.0986,1,2,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"933",933,"MAN-KIP","4-M4","MAN-KIP.35.4","MAN-KIP_35",35,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"M4","M",4,1,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/7/2017",158,68,0.026,26,1,2,2,4,1,1,"4/23/2018",113,"5/7/2018",127,"5/20/2018",140,2,0.1828,2,4,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"934",934,"MAN-KIP","3-I14","MAN-KIP.4.3","MAN-KIP_4",4,3,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",3,"I14","I",14,1,"11/7/2015",1,1,"11/21/2015",14,"11/28/2015",21,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/27/2017",147,57,0.963,963,1,8,1,9,1,1,"4/19/2018",109,"5/14/2018",134,"5/22/2018",142,0,0.4833,3,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"936",936,"MAN-KIP","11-J14","MAN-KIP.35.11","MAN-KIP_35",35,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"J14","J",14,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/1/2017",152,62,0.22,220,1,1,6,7,1,1,"4/16/2018",106,"5/14/2018",134,"5/25/2018",145,0,0.626,3,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"937",937,"MAN-KIP","3-G8","MAN-KIP.28.3","MAN-KIP_28",28,3,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",3,"G8","G",8,1,"11/7/2015",1,1,"11/21/2015",14,"12/1/2015",24,10,1,0,"7/17/2016",253,239,229,3,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/27/2017",147,57,1.675,1675,1,17,5,22,1,1,"4/12/2018",102,"4/30/2018",120,"5/21/2018",141,1,0.2648,2,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"938",938,"MAN-KIP","7-K3","MAN-KIP.37.7","MAN-KIP_37",37,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"K3","K",3,2,"11/7/2015",1,1,"11/21/2015",14,"11/28/2015",21,7,1,0,"7/20/2016",256,242,235,12,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/21/2017",141,51,3.236,3236,1,22,10,32,1,1,"4/23/2018",113,"5/10/2018",130,"5/19/2018",139,1,1.3775,8,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"940",940,"MAN-KIP","1-E5","MAN-KIP.37.1","MAN-KIP_37",37,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"E5","E",5,1,"11/7/2015",1,1,"11/20/2015",13,"11/26/2015",19,6,1,0,"7/5/2016",241,228,222,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/19/2017",139,49,1.415,1415,1,16,3,19,1,1,"4/12/2018",102,"5/10/2018",130,"5/23/2018",143,4,0.5222,5,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"942",942,"MAN-KIP","6-M12","MAN-KIP.37.6","MAN-KIP_37",37,6,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",6,"M12","M",12,2,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/20/2017",140,50,0.307,307,1,3,3,6,1,1,"4/12/2018",102,"5/7/2018",127,"5/20/2018",140,2,0.1176,1,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"943",943,"MAN-KIP","12-H14","MAN-KIP.24.12","MAN-KIP_24",24,12,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",12,"H14","H",14,3,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,0,"11/8/2016",366,356,348,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/16/2017",136,46,0.091,91,1,1,2,3,1,1,"4/16/2018",106,"5/7/2018",127,"5/21/2018",141,0,0.06,1,1,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"944",944,"MAN-KIP","9-J12","MAN-KIP.4.9","MAN-KIP_4",4,9,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",9,"J12","J",12,3,"11/7/2015",1,1,"11/22/2015",15,"12/2/2015",25,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/3/2017",154,64,0.433,433,1,5,2,7,1,1,"4/16/2018",106,"5/14/2018",134,"5/25/2018",145,1,0.2213,3,4,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"945",945,"MAN-KIP","9-C5","MAN-KIP.11.9","MAN-KIP_11",11,9,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",9,"C5","C",5,3,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,0,"8/20/2016",288,279,271,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/17/2017",137,47,0.465,465,1,5,11,16,1,1,"4/16/2018",106,"5/14/2018",134,"5/22/2018",142,4,0.2166,3,7,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"946",946,"MAN-KIP","2-G5","MAN-KIP.37.2","MAN-KIP_37",37,2,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",2,"G5","G",5,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/5/2017",95,5,"4/16/2017",106,16,"5/31/2017",151,61,0.137,137,1,1,2,3,1,1,"4/19/2018",109,"5/17/2018",137,"5/26/2018",146,0,0.0147,1,1,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66,1071.794,1,1
"NA.650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
